option,type,temperature,Year
"De Kalb, IL",Jul,70.6,2000
"De Kalb, IL",Aug,71.2,2000
"De Kalb, IL",Sep,62.7,2000
"De Kalb, IL",Oct,54.8,2000
"De Kalb, IL",Nov,35.4,2000
"De Kalb, IL",Dec,12.7,2000
"De Kalb, IL",Annual,48.1,2000
"De Kalb, IL",Jan,20.5,2001
"De Kalb, IL",Feb,22.0,2001
"De Kalb, IL",Mar,32.5,2001
"De Kalb, IL",Apr,52.0,2001
"De Kalb, IL",May,61.8,2001
"De Kalb, IL",Jun,67.6,2001
"De Kalb, IL",Jul,74.4,2001
"De Kalb, IL",Aug,73.0,2001
"De Kalb, IL",Sep,61.3,2001
"De Kalb, IL",Oct,50.0,2001
"De Kalb, IL",Nov,47.1,2001
"De Kalb, IL",Dec,31.5,2001
"De Kalb, IL",Annual,49.5,2001
"De Kalb, IL",Jan,28.2,2002
"De Kalb, IL",Feb,29.0,2002
"De Kalb, IL",Mar,31.9,2002
"De Kalb, IL",Apr,48.0,2002
"De Kalb, IL",May,54.6,2002
"De Kalb, IL",Jun,71.6,2002
"De Kalb, IL",Jul,77.0,2002
"De Kalb, IL",Aug,72.3,2002
"De Kalb, IL",Sep,66.9,2002
"De Kalb, IL",Oct,49.2,2002
"De Kalb, IL",Nov,35.3,2002
"De Kalb, IL",Dec,27.7,2002
"De Kalb, IL",Annual,49.3,2002
"De Kalb, IL",Jan,17.7,2003
"De Kalb, IL",Feb,20.9,2003
"De Kalb, IL",Mar,34.8,2003
"De Kalb, IL",Apr,48.2,2003
"De Kalb, IL",May,57.4,2003
"De Kalb, IL",Jun,66.7,2003
"De Kalb, IL",Jul,72.3,2003
"De Kalb, IL",Aug,73.8,2003
"De Kalb, IL",Sep,62.4,2003
"De Kalb, IL",Oct,51.2,2003
"De Kalb, IL",Nov,39.8,2003
"De Kalb, IL",Dec,29.6,2003
"De Kalb, IL",Annual,47.9,2003
"De Kalb, IL",Jan,17.3,2004
"De Kalb, IL",Feb,24.5,2004
"De Kalb, IL",Mar,40.2,2004
"De Kalb, IL",Apr,50.2,2004
"De Kalb, IL",May,59.6,2004
"De Kalb, IL",Jun,67.3,2004
"De Kalb, IL",Jul,69.6,2004
"De Kalb, IL",Aug,66.0,2004
"De Kalb, IL",Sep,66.4,2004
"De Kalb, IL",Oct,52.3,2004
"De Kalb, IL",Nov,41.5,2004
"De Kalb, IL",Dec,25.6,2004
"De Kalb, IL",Annual,48.4,2004
"De Kalb, IL",Jan,21.9,2005
"De Kalb, IL",Feb,30.9,2005
"De Kalb, IL",Mar,33.4,2005
"De Kalb, IL",Apr,52.5,2005
"De Kalb, IL",May,56.7,2005
"De Kalb, IL",Jun,74.5,2005
"De Kalb, IL",Jul,74.6,2005
"De Kalb, IL",Aug,73.4,2005
"De Kalb, IL",Sep,68.9,2005
"De Kalb, IL",Oct,53.5,2005
"De Kalb, IL",Nov,38.0,2005
"De Kalb, IL",Dec,19.6,2005
"De Kalb, IL",Annual,49.8,2005
"De Kalb, IL",Jan,32.3,2006
"De Kalb, IL",Feb,26.5,2006
"De Kalb, IL",Mar,36.0,2006
"De Kalb, IL",Apr,52.5,2006
"De Kalb, IL",May,59.1,2006
"De Kalb, IL",Jun,68.4,2006
"De Kalb, IL",Jul,74.9,2006
"De Kalb, IL",Aug,72.4,2006
"De Kalb, IL",Sep,61.3,2006
"De Kalb, IL",Oct,47.3,2006
"De Kalb, IL",Nov,41.0,2006
"De Kalb, IL",Dec,29.1,2006
"De Kalb, IL",Annual,50.1,2006
"De Kalb, IL",Jan,24.9,2007
"De Kalb, IL",Feb,14.3,2007
"De Kalb, IL",Mar,40.2,2007
"De Kalb, IL",Apr,45.8,2007
"De Kalb, IL",May,64.2,2007
"De Kalb, IL",Jun,70.4,2007
"De Kalb, IL",Jul,71.8,2007
"De Kalb, IL",Aug,73.6,2007
"De Kalb, IL",Sep,66.6,2007
"De Kalb, IL",Oct,57.8,2007
"De Kalb, IL",Nov,37.4,2007
"De Kalb, IL",Dec,23.0,2007
"De Kalb, IL",Annual,49.2,2007
"De Kalb, IL",Jan,19.7,2008
"De Kalb, IL",Feb,18.4,2008
"De Kalb, IL",Mar,32.0,2008
"De Kalb, IL",Apr,48.7,2008
"De Kalb, IL",May,55.3,2008
"De Kalb, IL",Jun,69.6,2008
"De Kalb, IL",Jul,71.5,2008
"De Kalb, IL",Aug,69.1,2008
"De Kalb, IL",Sep,64.7,2008
"De Kalb, IL",Oct,50.3,2008
"De Kalb, IL",Nov,37.4,2008
"De Kalb, IL",Dec,18.5,2008
"De Kalb, IL",Annual,46.3,2008
"De Kalb, IL",Jan,11.8,2009
"De Kalb, IL",Feb,25.1,2009
"De Kalb, IL",Mar,36.7,2009
"De Kalb, IL",Apr,46.3,2009
"De Kalb, IL",May,59.5,2009
"De Kalb, IL",Jun,68.4,2009
"De Kalb, IL",Jul,67.1,2009
"De Kalb, IL",Aug,67.6,2009
"De Kalb, IL",Sep,64.1,2009
"De Kalb, IL",Oct,46.7,2009
"De Kalb, IL",Nov,43.5,2009
"De Kalb, IL",Dec,23.9,2009
"De Kalb, IL",Annual,46.7,2009
"De Kalb, IL",Jan,16.9,2010
"De Kalb, IL",Feb,23.2,2010
"De Kalb, IL",Mar,39.5,2010
"De Kalb, IL",Apr,54.8,2010
"De Kalb, IL",May,61.8,2010
"De Kalb, IL",Jun,70.7,2010
"De Kalb, IL",Jul,75.4,2010
"De Kalb, IL",Aug,74.0,2010
"De Kalb, IL",Sep,64.0,2010
"De Kalb, IL",Oct,53.8,2010
"De Kalb, IL",Nov,40.3,2010
"De Kalb, IL",Dec,17.2,2010
"De Kalb, IL",Annual,49.3,2010
"De Kalb, IL",Jan,17.5,2011
"De Kalb, IL",Feb,22.5,2011
"De Kalb, IL",Mar,34.9,2011
"De Kalb, IL",Apr,46.2,2011
"De Kalb, IL",May,58.9,2011
"De Kalb, IL",Jun,69.4,2011
"De Kalb, IL",Jul,77.6,2011
"De Kalb, IL",Aug,72.0,2011
"De Kalb, IL",Sep,60.4,2011
"De Kalb, IL",Oct,53.0,2011
"De Kalb, IL",Nov,41.0,2011
"De Kalb, IL",Dec,31.2,2011
"De Kalb, IL",Annual,48.7,2011
"De Kalb, IL",Jan,26.1,2012
"De Kalb, IL",Feb,29.9,2012
"De Kalb, IL",Mar,50.6,2012
"De Kalb, IL",Apr,48.8,2012
"De Kalb, IL",May,64.5,2012
"De Kalb, IL",Jun,71.0,2012
"De Kalb, IL",Jul,79.0,2012
"De Kalb, IL",Aug,71.6,2012
"De Kalb, IL",Sep,62.7,2012
"De Kalb, IL",Oct,49.0,2012
"De Kalb, IL",Nov,37.5,2012
"De Kalb, IL",Dec,32.1,2012
"De Kalb, IL",Annual,51.9,2012
"De Kalb, IL",Jan,23.3,2013
"De Kalb, IL",Feb,21.9,2013
"De Kalb, IL",Mar,28.6,2013
"De Kalb, IL",Apr,44.7,2013
"De Kalb, IL",May,61.6,2013
"De Kalb, IL",Jun,68.0,2013
"De Kalb, IL",Jul,72.0,2013
"De Kalb, IL",Aug,71.1,2013
"De Kalb, IL",Sep,64.3,2013
"De Kalb, IL",Oct,51.2,2013
"De Kalb, IL",Nov,34.6,2013
"De Kalb, IL",Dec,19.6,2013
"De Kalb, IL",Annual,46.7,2013
"De Kalb, IL",Jan,11.3,2014
"De Kalb, IL",Feb,12.0,2014
"De Kalb, IL",Mar,26.9,2014
"De Kalb, IL",Apr,47.1,2014
"De Kalb, IL",May,59.5,2014
"De Kalb, IL",Jun,70.4,2014
"De Kalb, IL",Jul,68.3,2014
"De Kalb, IL",Aug,71.2,2014
"De Kalb, IL",Sep,62.7,2014
"De Kalb, IL",Oct,50.6,2014
"De Kalb, IL",Nov,30.5,2014
"De Kalb, IL",Dec,30.1,2014
"De Kalb, IL",Annual,45.1,2014
"De Kalb, IL",Jan,19.1,2015
"De Kalb, IL",Feb,12.0,2015
"De Kalb, IL",Mar,32.5,2015
"De Kalb, IL",Apr,50.2,2015
"De Kalb, IL",May,61.1,2015
"De Kalb, IL",Jun,67.5,2015
"De Kalb, IL",Jul,71.0,2015
"De Kalb, IL",Aug,69.7,2015
"De Kalb, IL",Sep,68.2,2015
"De Kalb, IL",Oct,53.0,2015
"De Kalb, IL",Nov,41.8,2015
"De Kalb, IL",Dec,37.0,2015
"De Kalb, IL",Annual,48.6,2015
"De Kalb, IL",Jan,20.8,2016
"De Kalb, IL",Feb,27.7,2016
"De Kalb, IL",Mar,41.5,2016
"De Kalb, IL",Apr,48.0,2016
"De Kalb, IL",May,59.9,2016
"De Kalb, IL",Jun,70.9,2016
"De Kalb, IL",Jul,73.5,2016
"De Kalb, IL",Aug,74.0,2016
"De Kalb, IL",Sep,68.6,2016
"De Kalb, IL",Oct,56.3,2016
"De Kalb, IL",Nov,45.4,2016
"De Kalb, IL",Dec,22.4,2016
"De Kalb, IL",Annual,50.7,2016
"De Kalb, IL",Jan,25.6,2017
"De Kalb, IL",Feb,34.9,2017
"De Kalb, IL",Mar,36.5,2017
"De Kalb, IL",Apr,51.3,2017
"De Kalb, IL",May,56.5,2017
"De Kalb, IL",Jun,70.4,2017
"De Kalb, IL",Jul,71.7,2017
"De Kalb, IL",Aug,68.4,2017
"De Kalb, IL",Sep,66.6,2017
"De Kalb, IL",Oct,55.2,2017
"De Kalb, IL",Nov,35.8,2017
"De Kalb, IL",Dec,24.1,2017
"De Kalb, IL",Annual,49.8,2017
"De Kalb, IL",Jan,19.3,2018
"De Kalb, IL",Feb,23.1,2018
"De Kalb, IL",Mar,34.8,2018
"De Kalb, IL",Apr,38.8,2018
"De Kalb, IL",May,65.6,2018
"De Kalb, IL",Jun,70.6,2018
"De Kalb, IL",Jul,73.1,2018
"De Kalb, IL",Aug,72.8,2018
"De Kalb, IL",Sep,67.0,2018
"De Kalb, IL",Oct,49.0,2018
"De Kalb, IL",Nov,31.7,2018
"De Kalb, IL",Dec,29.5,2018
"De Kalb, IL",Annual,47.9,2018
"De Kalb, IL",Jan,18.5,2019
"De Kalb, IL",Feb,20.7,2019
"De Kalb, IL",Mar,32.2,2019
"De Kalb, IL",Apr,46.9,2019
"De Kalb, IL",May,56.6,2019
"De Kalb, IL",Jun,67.9,2019
"De Kalb, IL",Jul,76.3,2019
"De Kalb, IL",Aug,70.5,2019
"De Kalb, IL",Sep,66.8,2019
"De Kalb, IL",Oct,50.1,2019
"De Kalb, IL",Nov,30.9,2019
"De Kalb, IL",Dec,31.1,2019
"De Kalb, IL",Annual,47.4,2019
"De Kalb, IL",Jan,25.9,2020
"De Kalb, IL",Feb,24.8,2020
"De Kalb, IL",Mar,37.6,2020
"De Kalb, IL",Apr,44.9,2020
"De Kalb, IL",May,57.4,2020
"De Kalb, IL",Jun,72.1,2020
"De Kalb, IL",Jul,75.1,2020
"De Kalb, IL",Aug,71.5,2020
"De Kalb, IL",Sep,60.9,2020
"De Kalb, IL",Oct,47.5,2020
"De Kalb, IL",Nov,42.4,2020
"De Kalb, IL",Dec,29.3,2020
"De Kalb, IL",Annual,49.1,2020
"De Kalb, IL",Jan,23.7,2021
"De Kalb, IL",Feb,12.9,2021
"De Kalb, IL",Mar,40.1,2021
"De Kalb, IL",Apr,49.0,2021
"De Kalb, IL",May,58.2,2021
"De Kalb, IL",Jun,M,2021
"De Kalb, IL",Jul,72.5,2021
"De Kalb, IL",Aug,M,2021
"De Kalb, IL",Sep,M,2021
"De Kalb, IL",Oct,57.8,2021
"De Kalb, IL",Nov,37.3,2021
"De Kalb, IL",Dec,34.1,2021
"De Kalb, IL",Annual,42.8,2021
"De Kalb, IL",Jan,14.3,2022
"De Kalb, IL",Feb,21.2,2022
"De Kalb, IL",Mar,36.5,2022
"De Kalb, IL",Apr,43.6,2022
"De Kalb, IL",May,61.3,2022
"De Kalb, IL",Jun,70.9,2022
"De Kalb, IL",Jul,71.7,2022
"De Kalb, IL",Aug,70.6,2022
"De Kalb, IL",Sep,64.3,2022
"De Kalb, IL",Oct,50.4,2022
"De Kalb, IL",Nov,40.1,2022
"De Kalb, IL",Dec,24.3,2022
"De Kalb, IL",Annual,47.4,2022
"De Kalb, IL",Jan,28.3,2023
"De Kalb, IL",Feb,28.2,2023
"De Kalb, IL",Mar,35.3,2023
"De Kalb, IL",Apr,49.3,2023
"De Kalb, IL",May,60.8,2023
"De Kalb, IL",Jun,69.5,2023
"De Kalb, IL",Jul,72.0,2023
"De Kalb, IL",Aug,70.5,2023
"De Kalb, IL",Sep,65.9,2023
"De Kalb, IL",Oct,53.5,2023
"De Kalb, IL",Nov,M,2023
"De Kalb, IL",Dec,M,2023
"De Kalb, IL",Annual,53.3,2023
"Dwight, IL",Jan,22.5,2000
"Dwight, IL",Feb,31.8,2000
"Dwight, IL",Mar,44.2,2000
"Dwight, IL",Apr,49.5,2000
"Dwight, IL",May,65.2,2000
"Dwight, IL",Jun,68.5,2000
"Dwight, IL",Jul,71.0,2000
"Dwight, IL",Aug,71.7,2000
"Dwight, IL",Sep,65.5,2000
"Dwight, IL",Oct,56.4,2000
"Dwight, IL",Nov,37.0,2000
"Dwight, IL",Dec,14.3,2000
"Dwight, IL",Annual,49.8,2000
"Dwight, IL",Jan,21.8,2001
"Dwight, IL",Feb,27.5,2001
"Dwight, IL",Mar,34.2,2001
"Dwight, IL",Apr,54.2,2001
"Dwight, IL",May,63.8,2001
"Dwight, IL",Jun,67.9,2001
"Dwight, IL",Jul,74.3,2001
"Dwight, IL",Aug,72.3,2001
"Dwight, IL",Sep,62.5,2001
"Dwight, IL",Oct,52.3,2001
"Dwight, IL",Nov,48.3,2001
"Dwight, IL",Dec,33.2,2001
"Dwight, IL",Annual,51.0,2001
"Dwight, IL",Jan,31.1,2002
"Dwight, IL",Feb,31.0,2002
"Dwight, IL",Mar,34.7,2002
"Dwight, IL",Apr,48.5,2002
"Dwight, IL",May,55.8,2002
"Dwight, IL",Jun,72.9,2002
"Dwight, IL",Jul,76.2,2002
"Dwight, IL",Aug,72.6,2002
"Dwight, IL",Sep,66.4,2002
"Dwight, IL",Oct,49.7,2002
"Dwight, IL",Nov,37.6,2002
"Dwight, IL",Dec,28.4,2002
"Dwight, IL",Annual,50.4,2002
"Dwight, IL",Jan,18.8,2003
"Dwight, IL",Feb,22.3,2003
"Dwight, IL",Mar,38.2,2003
"Dwight, IL",Apr,50.0,2003
"Dwight, IL",May,58.5,2003
"Dwight, IL",Jun,65.9,2003
"Dwight, IL",Jul,71.9,2003
"Dwight, IL",Aug,72.5,2003
"Dwight, IL",Sep,62.8,2003
"Dwight, IL",Oct,50.6,2003
"Dwight, IL",Nov,41.3,2003
"Dwight, IL",Dec,31.1,2003
"Dwight, IL",Annual,48.7,2003
"Dwight, IL",Jan,20.2,2004
"Dwight, IL",Feb,25.3,2004
"Dwight, IL",Mar,42.3,2004
"Dwight, IL",Apr,51.1,2004
"Dwight, IL",May,62.7,2004
"Dwight, IL",Jun,68.9,2004
"Dwight, IL",Jul,71.0,2004
"Dwight, IL",Aug,66.3,2004
"Dwight, IL",Sep,65.9,2004
"Dwight, IL",Oct,52.2,2004
"Dwight, IL",Nov,42.5,2004
"Dwight, IL",Dec,25.7,2004
"Dwight, IL",Annual,49.5,2004
"Dwight, IL",Jan,25.6,2005
"Dwight, IL",Feb,31.9,2005
"Dwight, IL",Mar,34.2,2005
"Dwight, IL",Apr,51.9,2005
"Dwight, IL",May,58.4,2005
"Dwight, IL",Jun,73.7,2005
"Dwight, IL",Jul,74.2,2005
"Dwight, IL",Aug,71.8,2005
"Dwight, IL",Sep,67.7,2005
"Dwight, IL",Oct,53.4,2005
"Dwight, IL",Nov,40.9,2005
"Dwight, IL",Dec,20.9,2005
"Dwight, IL",Annual,50.4,2005
"Dwight, IL",Jan,33.9,2006
"Dwight, IL",Feb,27.9,2006
"Dwight, IL",Mar,37.2,2006
"Dwight, IL",Apr,53.3,2006
"Dwight, IL",May,58.9,2006
"Dwight, IL",Jun,68.4,2006
"Dwight, IL",Jul,74.7,2006
"Dwight, IL",Aug,71.4,2006
"Dwight, IL",Sep,61.9,2006
"Dwight, IL",Oct,48.7,2006
"Dwight, IL",Nov,41.6,2006
"Dwight, IL",Dec,31.5,2006
"Dwight, IL",Annual,50.8,2006
"Dwight, IL",Jan,26.7,2007
"Dwight, IL",Feb,14.8,2007
"Dwight, IL",Mar,42.5,2007
"Dwight, IL",Apr,47.4,2007
"Dwight, IL",May,65.8,2007
"Dwight, IL",Jun,70.6,2007
"Dwight, IL",Jul,70.2,2007
"Dwight, IL",Aug,M,2007
"Dwight, IL",Sep,M,2007
"Dwight, IL",Oct,M,2007
"Dwight, IL",Nov,38.9,2007
"Dwight, IL",Dec,26.1,2007
"Dwight, IL",Annual,44.8,2007
"Dwight, IL",Jan,24.2,2008
"Dwight, IL",Feb,21.4,2008
"Dwight, IL",Mar,34.5,2008
"Dwight, IL",Apr,49.7,2008
"Dwight, IL",May,55.2,2008
"Dwight, IL",Jun,71.3,2008
"Dwight, IL",Jul,71.7,2008
"Dwight, IL",Aug,69.0,2008
"Dwight, IL",Sep,64.5,2008
"Dwight, IL",Oct,51.5,2008
"Dwight, IL",Nov,38.5,2008
"Dwight, IL",Dec,22.3,2008
"Dwight, IL",Annual,47.8,2008
"Dwight, IL",Jan,14.6,2009
"Dwight, IL",Feb,27.5,2009
"Dwight, IL",Mar,38.5,2009
"Dwight, IL",Apr,47.1,2009
"Dwight, IL",May,60.7,2009
"Dwight, IL",Jun,69.6,2009
"Dwight, IL",Jul,67.6,2009
"Dwight, IL",Aug,68.0,2009
"Dwight, IL",Sep,61.9,2009
"Dwight, IL",Oct,48.0,2009
"Dwight, IL",Nov,43.6,2009
"Dwight, IL",Dec,26.6,2009
"Dwight, IL",Annual,47.8,2009
"Dwight, IL",Jan,17.2,2010
"Dwight, IL",Feb,22.7,2010
"Dwight, IL",Mar,40.0,2010
"Dwight, IL",Apr,55.3,2010
"Dwight, IL",May,62.2,2010
"Dwight, IL",Jun,71.9,2010
"Dwight, IL",Jul,74.6,2010
"Dwight, IL",Aug,73.9,2010
"Dwight, IL",Sep,64.9,2010
"Dwight, IL",Oct,54.2,2010
"Dwight, IL",Nov,40.3,2010
"Dwight, IL",Dec,17.1,2010
"Dwight, IL",Annual,49.5,2010
"Dwight, IL",Jan,19.1,2011
"Dwight, IL",Feb,24.8,2011
"Dwight, IL",Mar,37.5,2011
"Dwight, IL",Apr,47.9,2011
"Dwight, IL",May,59.5,2011
"Dwight, IL",Jun,70.8,2011
"Dwight, IL",Jul,77.3,2011
"Dwight, IL",Aug,71.7,2011
"Dwight, IL",Sep,61.2,2011
"Dwight, IL",Oct,52.5,2011
"Dwight, IL",Nov,42.7,2011
"Dwight, IL",Dec,33.0,2011
"Dwight, IL",Annual,49.8,2011
"Dwight, IL",Jan,27.7,2012
"Dwight, IL",Feb,31.0,2012
"Dwight, IL",Mar,51.9,2012
"Dwight, IL",Apr,50.6,2012
"Dwight, IL",May,65.1,2012
"Dwight, IL",Jun,69.8,2012
"Dwight, IL",Jul,78.7,2012
"Dwight, IL",Aug,70.7,2012
"Dwight, IL",Sep,62.4,2012
"Dwight, IL",Oct,50.0,2012
"Dwight, IL",Nov,37.8,2012
"Dwight, IL",Dec,34.2,2012
"Dwight, IL",Annual,52.5,2012
"Dwight, IL",Jan,25.6,2013
"Dwight, IL",Feb,24.8,2013
"Dwight, IL",Mar,30.4,2013
"Dwight, IL",Apr,46.4,2013
"Dwight, IL",May,62.0,2013
"Dwight, IL",Jun,69.2,2013
"Dwight, IL",Jul,70.6,2013
"Dwight, IL",Aug,69.7,2013
"Dwight, IL",Sep,65.3,2013
"Dwight, IL",Oct,52.3,2013
"Dwight, IL",Nov,35.5,2013
"Dwight, IL",Dec,22.3,2013
"Dwight, IL",Annual,47.8,2013
"Dwight, IL",Jan,13.1,2014
"Dwight, IL",Feb,11.9,2014
"Dwight, IL",Mar,28.3,2014
"Dwight, IL",Apr,48.2,2014
"Dwight, IL",May,60.3,2014
"Dwight, IL",Jun,70.7,2014
"Dwight, IL",Jul,67.6,2014
"Dwight, IL",Aug,70.6,2014
"Dwight, IL",Sep,61.8,2014
"Dwight, IL",Oct,50.4,2014
"Dwight, IL",Nov,31.6,2014
"Dwight, IL",Dec,30.7,2014
"Dwight, IL",Annual,45.4,2014
"Dwight, IL",Jan,20.8,2015
"Dwight, IL",Feb,14.5,2015
"Dwight, IL",Mar,32.9,2015
"Dwight, IL",Apr,50.6,2015
"Dwight, IL",May,63.1,2015
"Dwight, IL",Jun,68.7,2015
"Dwight, IL",Jul,70.9,2015
"Dwight, IL",Aug,69.0,2015
"Dwight, IL",Sep,68.1,2015
"Dwight, IL",Oct,53.1,2015
"Dwight, IL",Nov,42.2,2015
"Dwight, IL",Dec,38.4,2015
"Dwight, IL",Annual,49.4,2015
"Dwight, IL",Jan,22.8,2016
"Dwight, IL",Feb,29.6,2016
"Dwight, IL",Mar,42.8,2016
"Dwight, IL",Apr,48.5,2016
"Dwight, IL",May,59.9,2016
"Dwight, IL",Jun,72.0,2016
"Dwight, IL",Jul,72.8,2016
"Dwight, IL",Aug,73.3,2016
"Dwight, IL",Sep,68.6,2016
"Dwight, IL",Oct,56.6,2016
"Dwight, IL",Nov,45.1,2016
"Dwight, IL",Dec,25.0,2016
"Dwight, IL",Annual,51.4,2016
"Dwight, IL",Jan,28.2,2017
"Dwight, IL",Feb,36.6,2017
"Dwight, IL",Mar,38.2,2017
"Dwight, IL",Apr,52.6,2017
"Dwight, IL",May,58.1,2017
"Dwight, IL",Jun,71.1,2017
"Dwight, IL",Jul,72.1,2017
"Dwight, IL",Aug,67.3,2017
"Dwight, IL",Sep,65.8,2017
"Dwight, IL",Oct,56.1,2017
"Dwight, IL",Nov,37.9,2017
"Dwight, IL",Dec,26.0,2017
"Dwight, IL",Annual,50.8,2017
"Dwight, IL",Jan,19.8,2018
"Dwight, IL",Feb,25.7,2018
"Dwight, IL",Mar,34.8,2018
"Dwight, IL",Apr,40.4,2018
"Dwight, IL",May,67.8,2018
"Dwight, IL",Jun,72.4,2018
"Dwight, IL",Jul,72.2,2018
"Dwight, IL",Aug,73.0,2018
"Dwight, IL",Sep,67.3,2018
"Dwight, IL",Oct,50.8,2018
"Dwight, IL",Nov,32.6,2018
"Dwight, IL",Dec,30.8,2018
"Dwight, IL",Annual,49.0,2018
"Dwight, IL",Jan,20.5,2019
"Dwight, IL",Feb,23.9,2019
"Dwight, IL",Mar,33.5,2019
"Dwight, IL",Apr,48.7,2019
"Dwight, IL",May,58.8,2019
"Dwight, IL",Jun,68.8,2019
"Dwight, IL",Jul,76.2,2019
"Dwight, IL",Aug,70.4,2019
"Dwight, IL",Sep,68.1,2019
"Dwight, IL",Oct,51.4,2019
"Dwight, IL",Nov,32.7,2019
"Dwight, IL",Dec,31.7,2019
"Dwight, IL",Annual,48.7,2019
"Dwight, IL",Jan,28.2,2020
"Dwight, IL",Feb,27.1,2020
"Dwight, IL",Mar,39.3,2020
"Dwight, IL",Apr,45.9,2020
"Dwight, IL",May,58.8,2020
"Dwight, IL",Jun,72.9,2020
"Dwight, IL",Jul,75.6,2020
"Dwight, IL",Aug,M,2020
"Dwight, IL",Sep,63.4,2020
"Dwight, IL",Oct,49.2,2020
"Dwight, IL",Nov,45.1,2020
"Dwight, IL",Dec,30.3,2020
"Dwight, IL",Annual,48.7,2020
"Dwight, IL",Jan,27.0,2021
"Dwight, IL",Feb,15.6,2021
"Dwight, IL",Mar,42.9,2021
"Dwight, IL",Apr,49.5,2021
"Dwight, IL",May,59.4,2021
"Dwight, IL",Jun,72.1,2021
"Dwight, IL",Jul,72.0,2021
"Dwight, IL",Aug,M,2021
"Dwight, IL",Sep,67.4,2021
"Dwight, IL",Oct,57.6,2021
"Dwight, IL",Nov,37.7,2021
"Dwight, IL",Dec,35.3,2021
"Dwight, IL",Annual,48.8,2021
"Dwight, IL",Jan,17.3,2022
"Dwight, IL",Feb,22.8,2022
"Dwight, IL",Mar,39.0,2022
"Dwight, IL",Apr,45.3,2022
"Dwight, IL",May,63.2,2022
"Dwight, IL",Jun,70.9,2022
"Dwight, IL",Jul,72.0,2022
"Dwight, IL",Aug,70.0,2022
"Dwight, IL",Sep,63.8,2022
"Dwight, IL",Oct,51.4,2022
"Dwight, IL",Nov,40.4,2022
"Dwight, IL",Dec,26.9,2022
"Dwight, IL",Annual,48.6,2022
"Dwight, IL",Jan,30.8,2023
"Dwight, IL",Feb,31.4,2023
"Dwight, IL",Mar,36.9,2023
"Dwight, IL",Apr,50.1,2023
"Dwight, IL",May,62.0,2023
"Dwight, IL",Jun,69.3,2023
"Dwight, IL",Jul,72.2,2023
"Dwight, IL",Aug,70.7,2023
"Dwight, IL",Sep,65.1,2023
"Dwight, IL",Oct,54.4,2023
"Dwight, IL",Nov,M,2023
"Dwight, IL",Dec,M,2023
"Dwight, IL",Annual,54.3,2023
"Elgin, IL",Jan,23.2,2000
"Elgin, IL",Feb,30.5,2000
"Elgin, IL",Mar,43.8,2000
"Elgin, IL",Apr,47.3,2000
"Elgin, IL",May,61.5,2000
"Elgin, IL",Jun,67.1,2000
"Elgin, IL",Jul,71.4,2000
"Elgin, IL",Aug,72.0,2000
"Elgin, IL",Sep,64.4,2000
"Elgin, IL",Oct,56.2,2000
"Elgin, IL",Nov,36.8,2000
"Elgin, IL",Dec,14.9,2000
"Elgin, IL",Annual,49.1,2000
"Elgin, IL",Jan,22.5,2001
"Elgin, IL",Feb,24.8,2001
"Elgin, IL",Mar,33.0,2001
"Elgin, IL",Apr,52.5,2001
"Elgin, IL",May,60.7,2001
"Elgin, IL",Jun,67.2,2001
"Elgin, IL",Jul,75.5,2001
"Elgin, IL",Aug,74.1,2001
"Elgin, IL",Sep,61.7,2001
"Elgin, IL",Oct,51.9,2001
"Elgin, IL",Nov,47.7,2001
"Elgin, IL",Dec,32.9,2001
"Elgin, IL",Annual,50.4,2001
"Elgin, IL",Jan,30.2,2002
"Elgin, IL",Feb,30.6,2002
"Elgin, IL",Mar,33.0,2002
"Elgin, IL",Apr,48.5,2002
"Elgin, IL",May,54.1,2002
"Elgin, IL",Jun,70.9,2002
"Elgin, IL",Jul,76.8,2002
"Elgin, IL",Aug,73.2,2002
"Elgin, IL",Sep,66.6,2002
"Elgin, IL",Oct,50.0,2002
"Elgin, IL",Nov,36.8,2002
"Elgin, IL",Dec,28.8,2002
"Elgin, IL",Annual,50.0,2002
"Elgin, IL",Jan,19.0,2003
"Elgin, IL",Feb,22.2,2003
"Elgin, IL",Mar,35.8,2003
"Elgin, IL",Apr,48.5,2003
"Elgin, IL",May,56.9,2003
"Elgin, IL",Jun,66.0,2003
"Elgin, IL",Jul,72.8,2003
"Elgin, IL",Aug,74.6,2003
"Elgin, IL",Sep,63.6,2003
"Elgin, IL",Oct,50.9,2003
"Elgin, IL",Nov,41.0,2003
"Elgin, IL",Dec,30.6,2003
"Elgin, IL",Annual,48.5,2003
"Elgin, IL",Jan,19.3,2004
"Elgin, IL",Feb,25.6,2004
"Elgin, IL",Mar,39.9,2004
"Elgin, IL",Apr,50.0,2004
"Elgin, IL",May,59.2,2004
"Elgin, IL",Jun,66.5,2004
"Elgin, IL",Jul,70.8,2004
"Elgin, IL",Aug,66.6,2004
"Elgin, IL",Sep,66.6,2004
"Elgin, IL",Oct,52.9,2004
"Elgin, IL",Nov,41.8,2004
"Elgin, IL",Dec,25.7,2004
"Elgin, IL",Annual,48.7,2004
"Elgin, IL",Jan,21.8,2005
"Elgin, IL",Feb,31.4,2005
"Elgin, IL",Mar,33.8,2005
"Elgin, IL",Apr,52.2,2005
"Elgin, IL",May,57.5,2005
"Elgin, IL",Jun,74.6,2005
"Elgin, IL",Jul,75.8,2005
